study_accession	secondary_study_accession	run_accession	experiment_accession	sample_accession	secondary_sample_accession	experiment_alias	library_name	sample_alias	sample_title	library_layout	library_strategy	library_source	library_selection	instrument_model	read_count	base_count	fastq_ftp	fastq_md5	fastq_bytes	sample_id	assay	mapping_evidence	fastq_https	fastq_file_count	fastq_total_bytes	source_url	retrieved_utc	source_report_sha256
PRJNA451237	SRP142554	SRR7062135	SRX3993076	SAMN08965226	SRS3217376	M3-OB	M3-OB	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	1927906	49678209	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/005/SRR7062135/SRR7062135.fastq.gz	673f297898d583435f450aad7635137f	26318029	M3-OB	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/005/SRR7062135/SRR7062135.fastq.gz	1	26318029	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062136	SRX3993075	SAMN08965226	SRS3217376	M3-OA	M3-OA	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	1416845	39188331	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/006/SRR7062136/SRR7062136.fastq.gz	b246cf00a86d7a4a457688cf78f21354	20340903	M3-OA	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/006/SRR7062136/SRR7062136.fastq.gz	1	20340903	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062137	SRX3993074	SAMN08965226	SRS3217376	F1-O	F1-O	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	19983619	1019164569	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/007/SRR7062137/SRR7062137.fastq.gz	68b46e2701444a9846c3a37a85fee634	686054007	F1-O	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/007/SRR7062137/SRR7062137.fastq.gz	1	686054007	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062138	SRX3993073	SAMN08965226	SRS3217376	M2-EB	M2-EB	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	11071731	343118290	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/008/SRR7062138/SRR7062138.fastq.gz	1d345d110bac22928e0f4778e94b29f5	190127188	M2-EB	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/008/SRR7062138/SRR7062138.fastq.gz	1	190127188	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062139	SRX3993072	SAMN08965226	SRS3217376	M1-OB	M1-OB	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	9927093	267689543	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/009/SRR7062139/SRR7062139.fastq.gz	7f336fcd484a075c6b67a986cb55b777	141679811	M1-OB	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/009/SRR7062139/SRR7062139.fastq.gz	1	141679811	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062140	SRX3993071	SAMN08965226	SRS3217376	M1-OA	M1-OA	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	16396344	451320967	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/000/SRR7062140/SRR7062140.fastq.gz	94c5fbe1c0029f488d1acc2cf2e1825a	238724957	M1-OA	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/000/SRR7062140/SRR7062140.fastq.gz	1	238724957	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062141	SRX3993070	SAMN08965226	SRS3217376	M2-OB	M2-OB	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	3999307	102216752	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/001/SRR7062141/SRR7062141.fastq.gz	ba31a786f78e0c923e7ae384da8134d6	53657711	M2-OB	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/001/SRR7062141/SRR7062141.fastq.gz	1	53657711	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062142	SRX3993069	SAMN08965226	SRS3217376	M2-OA	M2-OA	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	12038544	315465150	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/002/SRR7062142/SRR7062142.fastq.gz	88002127ddab78f7f1008ac7976af7ea	167694928	M2-OA	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/002/SRR7062142/SRR7062142.fastq.gz	1	167694928	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062143	SRX3993068	SAMN08965226	SRS3217376	F3-O	F3-O	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	11650562	594178662	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/003/SRR7062143/SRR7062143.fastq.gz	c6231132658f59051d05f61059469ad8	369914647	F3-O	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/003/SRR7062143/SRR7062143.fastq.gz	1	369914647	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062144	SRX3993067	SAMN08965226	SRS3217376	F2-O	F2-O	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	33135636	1689917436	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/004/SRR7062144/SRR7062144.fastq.gz	e11e6f7d5e927aa0cff83674486d9b07	1099118307	F2-O	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/004/SRR7062144/SRR7062144.fastq.gz	1	1099118307	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062145	SRX3993066	SAMN08965226	SRS3217376	mRNA_F3-E	mRNA_F3-E	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	50843965	10270480930	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/005/SRR7062145/SRR7062145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/005/SRR7062145/SRR7062145_2.fastq.gz	654328ab420109e0cde1ae26651ea361;031b6aced798999adffeb5b37e490a88	3043552481;3049812412	F3-E	mRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/005/SRR7062145/SRR7062145_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/005/SRR7062145/SRR7062145_2.fastq.gz	2	6093364893	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062146	SRX3993065	SAMN08965226	SRS3217376	mRNA_M2-OA	mRNA_M2-OA	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	50294819	10159553438	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/006/SRR7062146/SRR7062146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/006/SRR7062146/SRR7062146_2.fastq.gz	3746b0688ad3436114e2646b1a45df8b;dac78b8405de77060a356bfc072b223c	3026500009;3016325598	M2-OA	mRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/006/SRR7062146/SRR7062146_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/006/SRR7062146/SRR7062146_2.fastq.gz	2	6042825607	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062147	SRX3993064	SAMN08965226	SRS3217376	mRNA_M1-OB	mRNA_M1-OB	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	58436684	11804210168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/007/SRR7062147/SRR7062147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/007/SRR7062147/SRR7062147_2.fastq.gz	ae91b3e03f4995e3895410ccf76a3552;05e04457e684b19ed597f00b64de50a1	3470671202;3481808889	M1-OB	mRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/007/SRR7062147/SRR7062147_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/007/SRR7062147/SRR7062147_2.fastq.gz	2	6952480091	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062148	SRX3993063	SAMN08965226	SRS3217376	mRNA_M1-OA	mRNA_M1-OA	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	48567463	9810627526	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/008/SRR7062148/SRR7062148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/008/SRR7062148/SRR7062148_2.fastq.gz	1356d54ea2023b7225b74f94feb57ed4;6bce062a72d2afd7e044361b0f5b6229	2886357440;2896578057	M1-OA	mRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/008/SRR7062148/SRR7062148_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/008/SRR7062148/SRR7062148_2.fastq.gz	2	5782935497	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062149	SRX3993062	SAMN08965226	SRS3217376	F3-E	F3-E	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	4281682	218365782	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/009/SRR7062149/SRR7062149.fastq.gz	80b1e0f6d5063716110d244e4a6f3406	99801671	F3-E	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/009/SRR7062149/SRR7062149.fastq.gz	1	99801671	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062150	SRX3993061	SAMN08965226	SRS3217376	F2-E	F2-E	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	8229106	419684406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/000/SRR7062150/SRR7062150.fastq.gz	000fbcde0665e5cd8235d8656e162061	195246581	F2-E	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/000/SRR7062150/SRR7062150.fastq.gz	1	195246581	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062151	SRX3993060	SAMN08965226	SRS3217376	F6-O	F6-O	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	21048622	1073479722	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/001/SRR7062151/SRR7062151.fastq.gz	fd5fc42e8bc5fdadaaa6a6f12a8bdde0	707772725	F6-O	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/001/SRR7062151/SRR7062151.fastq.gz	1	707772725	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062152	SRX3993059	SAMN08965226	SRS3217376	F5-O	F5-O	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	20283305	1034448555	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/002/SRR7062152/SRR7062152.fastq.gz	eba2d3c887c51ee696b0e5fa147980da	697402712	F5-O	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/002/SRR7062152/SRR7062152.fastq.gz	1	697402712	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062153	SRX3993058	SAMN08965226	SRS3217376	F4-O	F4-O	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	SINGLE	miRNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	15330459	781853409	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/003/SRR7062153/SRR7062153.fastq.gz	74c3925413d3e1b7021b840609dc02aa	479456854	F4-O	miRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/003/SRR7062153/SRR7062153.fastq.gz	1	479456854	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
PRJNA451237	SRP142554	SRR7062154	SRX3993057	SAMN08965226	SRS3217376	mRNA_M3-OA	mRNA_M3-OA	M1-OA, M1-OB, M2-OA, M2-OB, M3-OA, M3-OB, M2-EA, M2-EB	Model organism or animal sample from Ovis aries	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	Illumina HiSeq 2000	116711147	23575651694	ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/004/SRR7062154/SRR7062154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/004/SRR7062154/SRR7062154_2.fastq.gz	628a4073bde5b4270fd1ba3afd8b22b9;4affe940e044a15a6ae5ee2e65419eee	7058303632;7062549156	M3-OA	mRNA	ENA_alias_and_library_agree_with_paper_sample_label	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/004/SRR7062154/SRR7062154_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR706/004/SRR7062154/SRR7062154_2.fastq.gz	2	14120852788	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP142554&result=read_run&fields=study_accession%2Csecondary_study_accession%2Crun_accession%2Cexperiment_accession%2Csample_accession%2Csecondary_sample_accession%2Cexperiment_alias%2Clibrary_name%2Csample_alias%2Csample_title%2Clibrary_layout%2Clibrary_strategy%2Clibrary_source%2Clibrary_selection%2Cinstrument_model%2Cread_count%2Cbase_count%2Cfastq_ftp%2Cfastq_md5%2Cfastq_bytes&format=tsv&download=false	2026-09-24T01:56:06+00:00	1b475aba56f0fd3545d49ca2f0dda94766a2ef8aee15343d799c914f47948aa2
